序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
171,0,250332882272,3537106152458512,17岁不良少年,4,男,威龙丢了个粘性炸弹呢[doge],2024-12-21 18:56:56,0,0,,未知,否,https://i1.hdslb.com/bfs/face/4e877492ffb04be029df917a4c871d0e69e73385.jpg,Neutral
172,0,250185252656,1249060149,空鸟渡鸦,5,保密,别说了，想起有次红狼想冲点，打三颗手炮过去，结果队友过来给我挡回来两发[笑哭][笑哭][笑哭]四级直接炸碎，差点挂了,2024-12-20 07:20:17,0,0,,未知,否,https://i0.hdslb.com/bfs/face/c7f579ffd86af45629cb09f17f9ecb13568ea88a.jpg,Joy
173,0,250018068016,3546733176949541,沉默的欧克,4,男,其实关闭弹射就行了[doge],2024-12-18 08:24:37,0,0,一把十个手～,未知,否,https://i2.hdslb.com/bfs/face/86c8cd3bd0335aab020c45fa7e1273566550d34f.jpg,Expectation
174,0,249548540257,168876684,凛时霏雪,6,女,@Cest_absurde 这是我们吗,2024-12-18 04:40:11,0,0,Higher Than The Wind,未知,否,https://i0.hdslb.com/bfs/face/e077c2a12320686d1bfeb0f4c653eeda427ef0fb.jpg,Neutral
175,0,249981441792,391312214,异文明的星幻酱,6,保密,今天遇到一个很厉害的露娜（两颗瞬爆雷没空过）[卡拉彼丘收藏集_给予肯定]，只可惜碰到了鼠群[卡拉彼丘收藏集_升天]（一队捡垃圾的鼠鼠和一队跑刀的鼠鼠（有的枪都没带[卡拉彼丘收藏集_星门]）在牢三和牢二出生，我们互相打暗号最后一起出牢，创死了在蓝室的中控砖队，又打掉了一队猛攻队），露娜侦查箭在蓝室扫到五个人天都塌了，瞬爆雷炸死了一个我的队友，第二颗给我打到大残，但是还有两只鼠鼠交技能拦住了他们。我打完状态后更是有一只飞鼠帮我拉枪线（默契的我都想给他们头上安个队标），我拿的金丹m4打倒两个后另外一个队友拿下了露娜，露娜：蓝室二楼偶遇六人队，拼尽全力无法战胜。,2024-12-17 20:30:25,3,9,生与死，在一念之间。,未知,是,https://i2.hdslb.com/bfs/face/d2fce778f42540d86a65de7c031789d1aefdeb3b.webp,Joy
176,0,249522772385,8997098,玖陵90,6,男,不得不提正在火并时挡我乌鲁鲁大招的那个b威龙了，直接给我自己炸得连杀带补[呆][呆][呆],2024-12-17 17:11:02,0,0,怪我自己不自量力 妄想徒手摘星辰,未知,是,https://i2.hdslb.com/bfs/face/ed5c23a20e349d2ae8d86464b3d3395cdedb65ba.jpg,Surprise
177,0,249954392768,211403214,俊同鸽,5,保密,我和我朋友一起给蜂医正名，我疯狂救我朋友疯狂杀,2024-12-17 12:57:25,0,0,,未知,是,https://i0.hdslb.com/bfs/face/e29af65cafbd468a40cda5fc4e22fe521f9880df.jpg,Joy
178,0,249437951473,383143588,hlyszacy,5,男,跟同学玩过红狼➕威龙，有一把大坝对面堵在总裁室里，我们突发奇想能不能贴红狼开大冲进去自爆卡车，结果我同学贴到墙没发现，我开大冲进去吃完子弹，他给自己c4炸死了，每次想到都绷不住[笑哭],2024-12-16 16:14:18,3,11,,未知,否,https://i1.hdslb.com/bfs/face/829c2cfc32abcf6296ac54cd6a587adfc18e4fa1.jpg,Joy
179,0,249424457633,1136246159,爱玩游戏的语音,5,男,后面怎么没有威龙发红包粘身上然后...[doge],2024-12-16 13:35:51,0,1,《我很神秘》,未知,是,https://i2.hdslb.com/bfs/face/f17fae2420c06a0842385c0542cb385e4aa81012.jpg,Neutral
180,0,249851934032,3493281522518705,流心酥酥梨,4,保密,"有一次玩大战车，叫了辆土鸡车，放完信标后找了个远点的地方用机枪架枪。
然后就突然来了个队友把车开到了点里，然后跑了，等我换了驾驶位想开出去时，被威龙注意到了，到车炸了我都不明白他把我车开进点里到底图个啥[笑哭]",2024-12-16 09:30:15,0,0,,未知,是,https://i2.hdslb.com/bfs/face/092b6fd1f29f5bb4c39db37a4830603db22805af.jpg,Surprise
181,0,249719008112,700984840,Ricardo_Milos-,5,保密,md我和我朋友一起跑刀开局丢c4加速的时候我的c4黏到他身上他还tm冲过来炸我,2024-12-14 19:33:42,0,0,我要破防了,未知,否,https://i1.hdslb.com/bfs/face/b8442d83aad8a3c3d32c07d4636bee4c14dbd579.jpg,Anger
182,0,249686425344,386342632,翱翔于天际的书呆子,5,保密,说实话，这样子的在三角洲没见过，倒是在使命召唤见过，经常打使命召唤的时候，火箭筒前脚发射，后脚队友就挡到我前面去了。然后我就被炸死了，经常这样。,2024-12-14 12:11:46,0,1,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Regret
183,0,249621457312,515516528,二次元并不完美,6,保密,你还别说，当时看见一个红狼身上一根箭一个c4从烟里跑出来我就知道我的坦克保不住了,2024-12-13 17:29:16,0,2,少年，你相信命运吗,未知,否,https://i2.hdslb.com/bfs/face/926cd585773df72777546bd50c2713282f857701.jpg,Regret
184,0,249606239728,108032000,银光照长夜,6,男,侦查箭，闪电箭，还有个大招来着，喊一句龙神啊消灭我的敌人吧，然后两条蓝色的龙飞出去了[doge],2024-12-13 14:22:14,0,0,2025 财源广进 万事胜意 工作爱情双丰收,未知,是,https://i2.hdslb.com/bfs/face/63c9df4b471bfabf00778e6d4762fedb80e810dd.jpg,Joy
