序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
86,0,244816536305,66876866,蝉翼荠cc,6,保密,三角洲最大的优势是我能kd打上1，在战地被狠狠捞了几十个小时kd0.3真的很难受[酸了],2024-10-20 05:02:19,0,0,没啥特定视频，纯记录生活,未知,否,https://i2.hdslb.com/bfs/face/b0442fcdf14f60c81f8aecde4aa9862cbee1595f.jpg,Regret
87,0,245039589312,3893641,BF_七夏,6,保密,沙威玛感觉就是主播带火的游戏，类似中国式家长、糖豆人（糖豆人还好点），热度一过也就这样了,2024-10-20 04:34:54,0,0,高低速切换，游走在弹幕之间。,未知,否,https://i1.hdslb.com/bfs/face/33fc123bca4656c600a3c9fe8e284901d031cb26.jpg,Regret
88,0,245015407808,175479712,假如愛有天憶,6,女,攻防是真不好玩基本玩占领，因为攻防人又多地方又小，基本就是对着烟雾乱丢炸弹和对着点位按左键就完了，超无聊，最讨厌贯穿，也不是要求全都做大地图，有人喜欢小地图拼枪的，但可以把地图人数限制拉低啊，就好像一个街道塞64个人，一个房间那么大的还塞那么多，或者把摸金的地图搞出来给全面战场也不错啊。[捂脸],2024-10-19 18:30:27,0,0,,未知,是,https://i1.hdslb.com/bfs/face/42593d55a9cc225e591261cc8a89fb6df8b9a851.jpg,Disgust
89,0,245015238528,94919519,睡醒第一瓶可乐,5,男,实在受不了三角洲一个地图，攻防地图，进攻方可以有载具，防守方居高临下，但是防御武器居然不能朝俯视角射击，AI又基本不会攻击载具，实在想不通这么设计地图的意义,2024-10-19 18:23:52,0,0,新人,未知,是,https://i2.hdslb.com/bfs/face/daeef7ae4af9ef8718e52525820560001f16eff9.jpg,Disgust
90,0,244788347569,11637580,AfterTheCloud,6,男,可黑猴到底有什么好的地方？有提名确实可以了，你真拿去和3a比？,2024-10-19 17:17:57,33,0,我这个人没什么个性的i。,未知,是,https://i1.hdslb.com/bfs/face/e0cbaad34adaeedad00f88fd6420060c30306438.jpg,Disgust
91,0,244998822864,87630224,清风卷沙,5,男,确实那个ui整的我有时候就很懵[笑哭],2024-10-19 14:37:57,0,0,清凉微风，卷走心里尘沙,未知,否,http://i2.hdslb.com/bfs/face/c0d06cfad89fb068ad6429df9d0cfb38ae8badeb.jpg,Joy
92,0,244968772896,18049640,哆啦A梦遗,6,男,好骂[打call],2024-10-19 08:38:17,0,0,世界因为有了你一切都改变,未知,否,https://i2.hdslb.com/bfs/face/466e173498c2e05740d64bfd23aea581d51af4ae.jpg,Joy
93,0,244742024977,1635478962,希望慧遇到,4,保密,另一种的大闹天宫,2024-10-19 07:25:01,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Surprise
94,0,244718709345,2982485,反物质炮,6,保密,“不过是一件袈裟”,2024-10-19 01:52:38,0,0,,未知,是,http://i2.hdslb.com/bfs/face/28b39fc6270ab5c9bb1e5bf40b2a76b0c752a5bc.jpg,Disgust
95,0,244685002481,504353878,琅玕碧潮,6,男,要不我们搞一个金什么奖,2024-10-18 13:00:27,0,0,,未知,是,https://i1.hdslb.com/bfs/face/b17f7f1bedd3f118fcdb46231ac031365f3761d9.jpg,Disgust
96,0,244890829952,2146901969,欧气盲盒情报站,3,保密,[无悔华夏_吃瓜]为UP主打call！！这么优质的作品一定要继续更新下去哇！(｀・ω・´) →https://b23.tv/ayehI6u,2024-10-18 10:25:01,0,1,"关注我，魔力赏最新的羊毛/上新/活动消息提前知晓～
可在“我的-会员购中心-盲盒”找到入口，参与抽赏～",未知,否,https://i2.hdslb.com/bfs/face/63b5ddafe11b08f3493a770ac248762e4d31da51.jpg,Joy
97,0,244830925392,3546568315636431,绿衣尊者official,4,保密,其实提名视觉还蛮合理的,2024-10-17 14:28:52,0,0,我爱你,未知,否,https://i0.hdslb.com/bfs/face/d1d5d932fe5588d3b67d20237502f5acffb4f098.jpg,Neutral
98,0,244584464817,543724864,刘啊里,4,保密,对于一个FPS的游戏来说 挂少就是绝杀,2024-10-17 06:23:03,0,0,,未知,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
99,0,244578068289,1423386752,洛厌离,5,保密,我也很疑问,2024-10-17 04:38:28,0,0,,未知,否,https://i2.hdslb.com/bfs/face/269d05a7eef06068881c0cd499eed16a93c85749.jpg,Neutral
139,0,244772086528,215437149,半只仓鼠-Nirvana,6,男,说烬区全是狙没人愿意顶的这是没下游戏就来评论了？[tv_白眼],2024-10-16 20:10:32,1,3,"是个摸鱼的Vup，男孩子，是仓鼠，喜欢可爱的男孩子，然后，粉丝群：594052400



这家伙很骚.很骚.很骚....重要的事说三遍！",未知,是,https://i0.hdslb.com/bfs/face/60854eb3e62b443f6e7bd26b7c85ad33532c3cb7.jpg,Disgust
140,0,244769245600,1684165311,莫名其妙的小丑先生,5,保密,"他的生物爹们都还在我的盘里呢，公测一玩就觉得三角洲不三不四的可笑。而且明显就不想好好做游戏，钱全花广告上了[笑哭]。
一天到晚b站各种刷屏霸占，投广告请主播……看的还头大。有这心思哪怕抄点生物爹的优点也不至于让我印象这么差[笑哭]，真是看到就恶心现在[笑哭]",2024-10-16 17:53:23,3,0,真是太奇怪了鸭,未知,否,https://i0.hdslb.com/bfs/face/05cc12f1bbea62a2dc7c026107c8c0672d2742e5.jpg,Disgust
141,0,244546361361,224768667,V名赫赫,6,保密,@三角洲行动,2024-10-16 14:44:39,0,0,椰汁城的传奇,未知,是,https://i0.hdslb.com/bfs/face/66b4e49114ec64b445fb45e0e177981ae3faef22.webp,Neutral
142,0,244545931089,249969265,往事随风_279,5,保密,战地1感觉都没人了，进去全是死人服务器，玩了两把都是这样,2024-10-16 14:37:06,0,0,,未知,否,https://i1.hdslb.com/bfs/face/fd31c3f9577383faa909dc9ebcb58b3f73b04ec8.jpg,Sadness
143,0,244754773232,16358642,送狼wolf,6,男,@路过的晴天电子羊 太米卫兵了牢弟,2024-10-16 14:11:17,0,0,最高一区474分   q群750420783,未知,否,https://i2.hdslb.com/bfs/face/cd1aaaee16b5e6c6ded97af13b1600531afea295.jpg,Disgust
144,0,244534353249,112227183,若大导演,6,保密,国产射击游戏你们猜为什么起不来？因为腾讯垄断了，腾讯把所i有潜在竞争对手都买了，所以只有疼讯有好一点的射击游戏。,2024-10-16 12:01:12,2,0,,未知,是,http://i0.hdslb.com/bfs/face/f872ff2de18a5896d882872ef578e4c0c4501037.jpg,Anger
145,0,244744652800,256639414,爆杀流,5,保密,对三角洲包容点吧，我真的觉得作为我国第一款能看齐COD、战地、塔科夫的游戏，他已经很优秀了,2024-10-16 11:59:22,0,1,,未知,是,http://i1.hdslb.com/bfs/face/ecb3ef6c018bed89db8fb4e6147a24e224846bf6.jpg,Love
146,0,244529485233,503047180,mulasakee_ni,5,男,如果他没有2042 初期成熟 才更得喷吧。。。2024年的 你拿2042初期跟2024年的研发水平对比，也只是初期，你不觉得这个很招笑吗,2024-10-16 10:53:40,0,0,tripe,未知,否,https://i1.hdslb.com/bfs/face/b0b2728a0e74006ced7be304174d784b801b4914.jpg,Disgust
147,0,244727337584,484955524,hurt_hunter,6,保密,这个游戏得笑着玩，不能愁眉苦脸，越认真玩越红温，越是能感觉到这个游戏的狗市设计,2024-10-16 07:53:23,0,0,,未知,是,https://i1.hdslb.com/bfs/face/c12812ea0afcaf3682ea8b9e4bc1cc7db2849183.jpg,Disgust
148,0,244517146369,91384382,在世界之谁,5,男,三角洲我就是作为APEX的平替的，希望这游戏能上手就爽突，不要像派一样钩式策划。结果我登上游戏就感觉头疼，大厅界面好繁杂。,2024-10-16 07:37:20,0,0,浩瀚无垠，心存宇宙,未知,否,https://i2.hdslb.com/bfs/face/b4286ff43a3504c515fadc2f461ed0c79013ddc3.jpg,Disgust
149,0,244722594736,517991338,安排铁板铜琶,5,男,莫名对垃圾的自信[喜极而泣],2024-10-16 06:25:34,0,0,平平安安,未知,是,https://i1.hdslb.com/bfs/face/3d4d763ca8f2a8b3d43cc739863d1cba1b304399.jpg,Disgust
150,0,244510101937,10415978,Einsamer-Tourist,6,保密,之前有个评论很真实大概意思就是2042在垃圾也不是三角洲能比的[doge],2024-10-16 05:22:30,0,0,"既见未来,为何不Buy",未知,否,https://i2.hdslb.com/bfs/face/f5065eb96c6e0ddbd9173462f095da07c5ae84c2.jpg,Disgust
151,0,244503288529,344593687,桐喻喻,5,保密,我觉得歪屁股确实不可取啊。黑猴一个最佳视觉提名，剩下的还能给他提名什么？最佳剧情？金摇杆舔着脸给他舔着脸拿吗？最佳多人？我怎么不知道这是多人游戏？最佳扩展？刚出本体就有扩展？最佳我们还在玩的游戏？拜托这是黑猴第一年……,2024-10-16 03:44:26,1,1,,未知,否,https://i1.hdslb.com/bfs/face/1e6db7ee203ff39a182d364e166504af1ee64ce7.jpg,Disgust
152,0,244502625905,33816176,清晨莫明熙,6,保密,火又能怎么样 不长久,2024-10-16 03:34:49,0,0,,未知,否,https://i2.hdslb.com/bfs/face/136833b48e7260fa718612ec8b6316fd59e95e5f.jpg,Regret
153,0,244710477024,479481106,loveViolit,5,保密,"我倒是挺好奇，这些奖项也好游戏工作室也好，为什么要为了这些政治正确选择站在大多数人对立面呢？
宁愿积攒的口碑、投入的成本全败光也要坚持，对他们有什么好处？lgbt这些玩意是他们爹吗？",2024-10-16 03:25:31,0,1,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Anger
154,0,244498005249,227327472,来自艾肯星球的兔兔,6,女,国外媒体联合绞杀，哎,2024-10-16 02:06:20,0,1,对没错，龙骑士天下第一！！！,未知,否,https://i0.hdslb.com/bfs/face/c4bbf08af791e6527e227dca25a060e9375ffd10.jpg,Regret
155,0,244486797473,1957894672,尼伯龙根fe,4,保密,英国打压[笑哭],2024-10-15 18:17:51,0,0,孤独中回忆宁宁,未知,否,https://i1.hdslb.com/bfs/face/e3086c7448bf2d0c588bf78fb7f50fcfa7543b03.jpg,Disgust
156,0,244692427216,345808124,还是炒饭香,5,保密,三角洲目前玩起来什么都很好，但是这质感真的很有槽点。战地五那些枪械，坦克飞机都相当有历史的厚重感，金属反光，武器的镀铬皮肤和打架后粘泥带血的表面非常带感。因此战地五里面什么坦克皮肤枪械皮肤我都是能搞得到就搞。三角洲无论什么武器，那种塑料质感太强了，并且也很花里胡哨，画质上实在没什么能称赞的点,2024-10-15 17:19:32,0,0,做个堂堂正正的中国人,未知,否,https://i2.hdslb.com/bfs/face/4b76fbd49a4111ff87e65bb5fd0342f1a99b468d.jpg,Disgust
157,0,244673632144,35801703,你咋知道我五十发三蝶,6,男,他能把弹匣的等级下调到10级我对八宝粥的观感都能好一些，现在最大的感觉就是一级枪弹匣数量和策划它马的命比大小,2024-10-15 12:47:44,0,0,,未知,是,https://i0.hdslb.com/bfs/face/bd68e9610823ad6286f042e9da6377f2f82007f5.jpg,Anger
158,0,244661992544,196645522,初夏忆春生,5,保密,没玩过这游戏，但是听着吐槽这个地图有点心动。攀升听着就很有意思，贯穿也是非常类似战地的经典图了。疑惑双端的话手机操作性不得全面落后电脑吗,2024-10-15 10:06:37,0,0,,未知,否,https://i1.hdslb.com/bfs/face/ead159f5c689388fedee691b14ea6bc05b73493e.jpg,Expectation
