序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
106,0,260711607265,627892982,寒江枯木丶,5,保密,鳄鱼赢了还是机枪哥赢了。,2025-04-30 06:59:54,1,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
107,0,260708421425,131982452,绝迹剑郎,6,男,[星星眼],2025-04-30 06:03:51,0,0,江山如此多娇,未知,否,https://i2.hdslb.com/bfs/face/44b475f0a2fb5a9bd10aa344ca0cc0aa64c6df24.jpg,Joy
108,0,261635022560,519468946,家里有小西呱,6,保密,最答辩的一集[大哭],2025-04-30 05:49:52,0,0,无限进步,未知,否,https://i1.hdslb.com/bfs/face/2b24d6ef62aa9ecb973a62d785c431a9a0ee94cc.jpg,Sadness
109,0,261634399552,3493287916734938,瘤子不是流子,4,保密,主播我们的rust鼠王集团呢,2025-04-30 05:38:59,0,1,,未知,否,https://i2.hdslb.com/bfs/face/1db2aa92b05230da1bcc4144b09fc49c600d1728.jpg,Neutral
110,0,260704678353,436996593,晓鼬热门超标玩家,5,男,这能不上热门,2025-04-30 05:06:57,0,0,不是牢底，晓鼬也阴吗？无敌了孩子你是一名晓鼬玩家，你最喜欢的就是开局超远距离的分身摸奖，靠着跑过来丢脱手天照，替身你就贝贝的壳对吗孩子无敌了,未知,否,https://i0.hdslb.com/bfs/face/099c51ac5163b7e73e50ed0dff076a32799e9274.jpg,Joy
111,0,261631136080,1366644705,逐月荷兰豆,5,保密,老鼠斗鱼叫啥名，我要永远视奸你[笑哭],2025-04-30 04:53:14,2,6,,未知,是,https://i0.hdslb.com/bfs/face/bab8bbda4e575d622347b6d5510704ea44ee9d90.jpg,Neutral
112,0,260703039089,313705468,撕包菜与葱,6,保密,快回来直播吧，五一了，该直播了,2025-04-30 04:47:07,0,0,先飞的都是笨鸟，后来者才能居上,未知,否,https://i1.hdslb.com/bfs/face/f1cef7e2c7b2a88fcc99c15cb3961628a9b1ed37.jpg,Neutral
113,0,260703041137,379079453,超喜欢喝橘子汁,4,保密,快回来直播吧，五一了，该直播了,2025-04-30 04:44:57,8,12,,未知,否,https://i2.hdslb.com/bfs/face/8bb32ed0d921bd0f0f970c4c68871567fa5f9189.jpg,Neutral
114,0,260702267953,331881686,鋡言,5,男,看到过不过鳄鱼反手就来咬我了,2025-04-30 04:36:16,1,0,安徽亳州欢迎您！,未知,是,https://i2.hdslb.com/bfs/face/f350ed089b820f7b599d0c88facff093c870821d.jpg,Surprise
115,0,260702206913,1560010690,重卡超人,5,保密,坏老鼠😡,2025-04-30 04:35:32,0,0,,未知,否,https://i1.hdslb.com/bfs/face/ef4be5a605927e2a4c7a8ff6f78631dc26c6115e.jpg,Anger
116,260702267953,261460747521,1922047257,比良平千咲の,5,保密,坏,2025-05-09 13:09:44,0,0,？,未知,否,https://i0.hdslb.com/bfs/face/79c0fd80fe9102e97c574118f06cdb9c293a3f7f.jpg,Disgust
117,261631136080,260704570433,390682759,待定白逐,6,保密,左下角不写这呢嘛98660987,2025-04-30 05:05:32,0,1,maodo达哟,未知,否,https://i1.hdslb.com/bfs/face/c45b337ee5985968e78d482664e321270561244a.jpg,Neutral
118,261631136080,261215705505,289179550,红尘浪子丶,3,保密,搜成都搜得出来,2025-05-06 06:13:18,0,0,,未知,否,https://i1.hdslb.com/bfs/face/16bf4646c9771711444ce542369528877dff8836.jpg,Neutral
119,261647824736,260724773409,887281,成都Epoch,6,保密,右边两个离得近理论上来说先打最右边的最好，,2025-04-30 10:20:26,0,3,闲鱼「粗眉毛のののの」淘宝小店「老鼠王的小窝」,未知,是,https://i1.hdslb.com/bfs/face/a828f0a43a370e2a056f248cc9592d6406666e1a.jpg,Expectation
120,260703041137,261630447952,318755520,在下顾某某,5,男,李季现在斗鱼直播呢，十点半下的播,2025-04-30 04:45:59,0,0,,未知,否,https://i0.hdslb.com/bfs/face/d1d6708b29508e624cc266e13e0fc63a843907ca.jpg,Neutral
121,260703041137,261630604688,398906719,到处血小板,6,男,真的假的,2025-04-30 04:47:47,0,2,,未知,否,https://i1.hdslb.com/bfs/face/5bbc127fd132b9ad7f3a6b17ef737a472db484c3.jpg,Surprise
122,261630447952,261630530480,398906719,到处血小板,6,男,回复 @在下顾某某 :@在下顾某某,2025-04-30 04:47:50,0,0,,未知,否,https://i1.hdslb.com/bfs/face/5bbc127fd132b9ad7f3a6b17ef737a472db484c3.jpg,Neutral
123,261630604688,261630899744,318755520,在下顾某某,5,男,回复 @到处血小板 :真的，李季b站播他就得好好的播，去斗鱼直播没人看就可以边刷视频边做任务，直播是单子的要求,2025-04-30 04:50:02,0,3,,未知,否,https://i0.hdslb.com/bfs/face/d1d6708b29508e624cc266e13e0fc63a843907ca.jpg,Neutral
124,261630899744,260711329201,37024666,_春风吹_,6,男,回复 @在下顾某某 :叫啥,2025-04-30 06:57:27,0,0,,未知,否,https://i1.hdslb.com/bfs/face/430d6aaf5447f577ac517731f3e61d0406da18d4.jpg,Neutral
125,260703041137,260717026321,9898786,嘴微扬,6,男,我说实话 海鲜待遇也不行了啊，这年头直播为啥不去某音[笑哭],2025-04-30 08:34:57,0,0,嚯嚯  ,未知,否,https://i1.hdslb.com/bfs/face/f347c5bd03929066354a3c699dda204d456d96a4.jpg,Disgust
126,260717026321,260717544961,390682759,待定白逐,6,保密,回复 @嘴微扬 :因为在哪直播都不赚钱，但是打单子要求你得直播,2025-04-30 08:41:11,0,1,maodo达哟,未知,否,https://i1.hdslb.com/bfs/face/c45b337ee5985968e78d482664e321270561244a.jpg,Neutral
127,260711329201,261647807648,318755520,在下顾某某,5,男,回复 @_春风吹_ :你看视频，找一找斗鱼水印,2025-04-30 09:15:56,0,0,,未知,否,https://i0.hdslb.com/bfs/face/d1d6708b29508e624cc266e13e0fc63a843907ca.jpg,Neutral
128,260711607265,260728476641,37114878,秋田雨雨,6,男,里脊赢了,2025-04-30 11:04:59,0,0,,未知,是,https://i0.hdslb.com/bfs/face/62898c332526cd60c0a85fa78f12104342700607.webp,Joy
129,0,264303911040,474550039,青青色的桃子,5,保密,快回来直播吧快六一了都,2025-05-31 15:00:32,0,0,啊,未知,否,https://i1.hdslb.com/bfs/face/f8ce62905dfa51da8427e70dccf04e4e5de94bfb.jpg,Neutral
130,0,262974160656,1570141621,开水凉馒头,5,保密,哎，你干甚去了？,2025-05-16 12:56:50,0,0,去吧，你会有无限可能乀( ・ω ・ )o{[〃]°,未知,否,https://i1.hdslb.com/bfs/face/19a9bb255e724a7302c25f3ca9f796d4c4bb1033.jpg,Neutral
131,0,261681773809,383434751,路评狮,5,男,牌子都黑了，鼠王啥时候播一会儿我把牌子点亮一下,2025-05-12 08:58:08,0,1,,未知,是,https://i2.hdslb.com/bfs/face/bdf4b65b49fe0d2683e88a14cc5e1b8da56d518d.jpg,Expectation
132,0,262257520752,208565016,郑碳otto,2,保密,[星星眼],2025-05-07 12:37:45,0,0,,未知,否,https://i0.hdslb.com/bfs/face/98f9f58444c32559d374d0c8bb0f9c458767e7ce.jpg,Joy
133,0,261286694961,14593073,F1huaji,6,男,你干甚去了 咋不直播了？？？？,2025-05-07 05:24:34,0,1,,未知,否,https://i2.hdslb.com/bfs/face/3cc0badbee2cbf92ca4119d181d9a95aafce952c.jpg,Neutral
134,0,260821718689,390682759,待定白逐,6,保密,都51劳动节了主播，主播能不能猛猛干活，猛猛直播,2025-05-01 13:25:26,0,0,maodo达哟,未知,否,https://i1.hdslb.com/bfs/face/c45b337ee5985968e78d482664e321270561244a.jpg,Neutral
135,0,261718666400,3546738805705120,没人打个郊县,2,保密,五一不播，兄弟们就只有天天打脚，回来吧神圣老鼠王[大哭][大哭][大哭],2025-05-01 05:46:07,0,1,,未知,否,https://i1.hdslb.com/bfs/face/cc0bfdb39d81042923fc7c47600263b2ea56141a.jpg,Sadness
136,0,261647824736,483016445,昙花灬现,5,男,这波可以啊，可能打的先后顺序换一种没准右边那俩能有个反应过来的[笑哭]，但是最左边的背身最多，肯定优先处理右边两个比较好，他俩转视角更容易回拉,2025-04-30 09:16:46,1,3,,未知,否,https://i2.hdslb.com/bfs/face/bd57c8ee6c464065ecab1577b8e94d24bc9ae7fd.jpg,Expectation
137,0,260715649489,390765993,霁月xi,5,保密,答辩老鼠王快回来直播[保卫萝卜_白眼],2025-04-30 08:11:59,0,0,,未知,否,https://i0.hdslb.com/bfs/face/60e1e74909b911695304551146375df7a0893828.jpg,Neutral
138,0,260711607265,627892982,寒江枯木丶,5,保密,鳄鱼赢了还是机枪哥赢了。,2025-04-30 06:59:54,1,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
139,0,260708421425,131982452,绝迹剑郎,6,男,[星星眼],2025-04-30 06:03:51,0,0,江山如此多娇,未知,否,https://i2.hdslb.com/bfs/face/44b475f0a2fb5a9bd10aa344ca0cc0aa64c6df24.jpg,Neutral
140,0,261635022560,519468946,家里有小西呱,6,保密,最答辩的一集[大哭],2025-04-30 05:49:52,0,0,无限进步,未知,否,https://i1.hdslb.com/bfs/face/2b24d6ef62aa9ecb973a62d785c431a9a0ee94cc.jpg,Sadness
141,0,261634399552,3493287916734938,瘤子不是流子,4,保密,主播我们的rust鼠王集团呢,2025-04-30 05:38:59,0,1,,未知,否,https://i2.hdslb.com/bfs/face/1db2aa92b05230da1bcc4144b09fc49c600d1728.jpg,Neutral
142,0,260704678353,436996593,晓鼬热门超标玩家,5,男,这能不上热门,2025-04-30 05:06:57,0,0,不是牢底，晓鼬也阴吗？无敌了孩子你是一名晓鼬玩家，你最喜欢的就是开局超远距离的分身摸奖，靠着跑过来丢脱手天照，替身你就贝贝的壳对吗孩子无敌了,未知,否,https://i0.hdslb.com/bfs/face/099c51ac5163b7e73e50ed0dff076a32799e9274.jpg,Joy
143,0,261631136080,1366644705,逐月荷兰豆,5,保密,老鼠斗鱼叫啥名，我要永远视奸你[笑哭],2025-04-30 04:53:14,2,6,,未知,是,https://i0.hdslb.com/bfs/face/bab8bbda4e575d622347b6d5510704ea44ee9d90.jpg,Neutral
144,0,260703039089,313705468,撕包菜与葱,6,保密,快回来直播吧，五一了，该直播了,2025-04-30 04:47:07,0,0,先飞的都是笨鸟，后来者才能居上,未知,否,https://i1.hdslb.com/bfs/face/f1cef7e2c7b2a88fcc99c15cb3961628a9b1ed37.jpg,Neutral
145,0,260703041137,379079453,超喜欢喝橘子汁,4,保密,快回来直播吧，五一了，该直播了,2025-04-30 04:44:57,8,12,,未知,否,https://i2.hdslb.com/bfs/face/8bb32ed0d921bd0f0f970c4c68871567fa5f9189.jpg,Neutral
146,0,260702267953,331881686,鋡言,5,男,看到过不过鳄鱼反手就来咬我了,2025-04-30 04:36:16,1,0,安徽亳州欢迎您！,未知,是,https://i2.hdslb.com/bfs/face/f350ed089b820f7b599d0c88facff093c870821d.jpg,Surprise
147,0,260702206913,1560010690,重卡超人,5,保密,坏老鼠😡,2025-04-30 04:35:32,0,0,,未知,否,https://i1.hdslb.com/bfs/face/ef4be5a605927e2a4c7a8ff6f78631dc26c6115e.jpg,Anger
148,260702267953,261460747521,1922047257,比良平千咲の,5,保密,坏,2025-05-09 13:09:44,0,0,？,未知,否,https://i0.hdslb.com/bfs/face/79c0fd80fe9102e97c574118f06cdb9c293a3f7f.jpg,Disgust
149,261631136080,260704570433,390682759,待定白逐,6,保密,左下角不写这呢嘛98660987,2025-04-30 05:05:32,0,1,maodo达哟,未知,否,https://i1.hdslb.com/bfs/face/c45b337ee5985968e78d482664e321270561244a.jpg,Neutral
150,261631136080,261215705505,289179550,红尘浪子丶,3,保密,搜成都搜得出来,2025-05-06 06:13:18,0,0,,未知,否,https://i1.hdslb.com/bfs/face/16bf4646c9771711444ce542369528877dff8836.jpg,Neutral
151,260711607265,260728476641,37114878,秋田雨雨,6,男,里脊赢了,2025-04-30 11:04:59,0,0,,未知,是,https://i0.hdslb.com/bfs/face/62898c332526cd60c0a85fa78f12104342700607.webp,Joy
152,261647824736,260724773409,887281,成都Epoch,6,保密,右边两个离得近理论上来说先打最右边的最好，,2025-04-30 10:20:26,0,3,闲鱼「粗眉毛のののの」淘宝小店「老鼠王的小窝」,未知,是,https://i1.hdslb.com/bfs/face/a828f0a43a370e2a056f248cc9592d6406666e1a.jpg,Expectation
153,260703041137,261630447952,318755520,在下顾某某,5,男,李季现在斗鱼直播呢，十点半下的播,2025-04-30 04:45:59,0,0,,未知,否,https://i0.hdslb.com/bfs/face/d1d6708b29508e624cc266e13e0fc63a843907ca.jpg,Neutral
154,260703041137,261630604688,398906719,到处血小板,6,男,真的假的,2025-04-30 04:47:47,0,2,,未知,否,https://i1.hdslb.com/bfs/face/5bbc127fd132b9ad7f3a6b17ef737a472db484c3.jpg,Surprise
155,261630447952,261630530480,398906719,到处血小板,6,男,回复 @在下顾某某 :@在下顾某某,2025-04-30 04:47:50,0,0,,未知,否,https://i1.hdslb.com/bfs/face/5bbc127fd132b9ad7f3a6b17ef737a472db484c3.jpg,Neutral
156,261630604688,261630899744,318755520,在下顾某某,5,男,回复 @到处血小板 :真的，李季b站播他就得好好的播，去斗鱼直播没人看就可以边刷视频边做任务，直播是单子的要求,2025-04-30 04:50:02,0,3,,未知,否,https://i0.hdslb.com/bfs/face/d1d6708b29508e624cc266e13e0fc63a843907ca.jpg,Neutral
157,261630899744,260711329201,37024666,_春风吹_,6,男,回复 @在下顾某某 :叫啥,2025-04-30 06:57:27,0,0,,未知,否,https://i1.hdslb.com/bfs/face/430d6aaf5447f577ac517731f3e61d0406da18d4.jpg,Neutral
158,260703041137,260717026321,9898786,嘴微扬,6,男,我说实话 海鲜待遇也不行了啊，这年头直播为啥不去某音[笑哭],2025-04-30 08:34:57,0,0,嚯嚯  ,未知,否,https://i1.hdslb.com/bfs/face/f347c5bd03929066354a3c699dda204d456d96a4.jpg,Disgust
159,260717026321,260717544961,390682759,待定白逐,6,保密,回复 @嘴微扬 :因为在哪直播都不赚钱，但是打单子要求你得直播,2025-04-30 08:41:11,0,1,maodo达哟,未知,否,https://i1.hdslb.com/bfs/face/c45b337ee5985968e78d482664e321270561244a.jpg,Neutral
160,260711329201,261647807648,318755520,在下顾某某,5,男,回复 @_春风吹_ :你看视频，找一找斗鱼水印,2025-04-30 09:15:56,0,0,,未知,否,https://i0.hdslb.com/bfs/face/d1d6708b29508e624cc266e13e0fc63a843907ca.jpg,Neutral
